Time(s),CO%,Ar MFC (sccm),CO2 MFC (sscm),Temprature (°C)
0.0730735000106506,0.02,0.0,0.0,25.0
1.0067192999995314,0.02,0.0,0.0,25.0
2.0038129999884404,0.02,0.0,0.0,25.0
3.0015260000363924,0.02,0.0,0.0,25.0
4.00210420001531,0.02,0.0,0.0,25.0
5.001745700021274,0.02,0.0,0.0,25.0
6.006321299995761,0.02,0.0,0.0,25.0
7.003063300042413,0.02,0.0,0.0,25.0
8.003787600027863,0.02,0.0,0.0,25.0
9.004178500035778,0.02,0.0,0.0,25.0
10.006613600009587,0.02,0.0,0.0,25.0
11.002142500015907,0.02,0.0,0.0,25.0
12.005015700007789,0.02,0.0,0.0,25.0
13.003913399996236,0.02,0.0,0.0,25.0
14.00324140000157,0.02,0.0,0.0,25.0
15.00145550002344,0.02,0.0,0.0,25.0
16.0034777999972,0.02,110.338623046875,0.0,25.0
17.00433269998757,0.03,108.84021759033203,133.68209838867188,25.0
18.002180700015742,0.03,109.09516906738281,110.82748413085938,25.0
19.00186030002078,0.03,109.05061340332031,109.27950286865234,25.0
20.003032500040717,0.03,109.25821685791016,108.98368835449219,25.0
21.010925000009593,0.03,109.31158447265625,108.9688491821289,25.0
22.00339339999482,0.03,109.5018310546875,109.01698303222656,25.0
23.003321000025608,0.03,109.43852233886719,109.01879119873047,25.0
24.00281159998849,0.03,109.92794799804688,109.71475982666016,25.0
30.7604316000361,0.03,109.8216552734375,109.6874008178711,25.1
30.914502700034063,0.03,109.75482940673828,109.64117431640625,25.1
31.049741900002118,0.04,109.83873748779297,109.57594299316406,25.1
31.175325700023677,0.03,109.89772033691406,109.62078094482422,25.1
31.312853300012648,0.03,109.93016815185547,109.72529602050781,25.1
31.458748600038234,0.03,109.86829376220703,109.70718383789062,25.1
31.580924200010486,0.03,109.81743621826172,109.62313842773438,25.1
32.01557290001074,0.02,109.85682678222656,109.78443145751953,25.1
33.00074630003655,0.02,109.75853729248047,109.55532836914062,25.1
34.001993599988054,0.02,109.83368682861328,109.71686553955078,25.1
35.00109410000732,0.02,109.75634002685547,109.6422119140625,25.1
41.314628900028765,0.01,109.96256256103516,109.7975082397461,25.1
41.44181049999315,0.02,109.92082977294922,109.75260162353516,25.1
41.566977599984966,0.02,109.85002136230469,109.6904525756836,25.1
41.69477520004148,0.02,109.81599426269531,109.78255462646484,25.1
