Time(s),CO%,Ar MFC (sccm),CO2 MFC (sscm),Temprature (°C)
1913.0087517999928,0.02,49.953983306884766,51.49040603637695,28.1
1914.0081238999846,0.02,50.024593353271484,51.48504638671875,28.1
1915.0049821999855,0.03,49.958526611328125,51.55772399902344,28.1
1916.0047310999944,0.03,50.02470397949219,51.46258544921875,28.1
1917.004810399958,0.03,49.95663070678711,51.581321716308594,28.1
1918.0082457999815,0.03,50.06696319580078,51.35005187988281,28.1
1919.0053671999485,0.03,49.973663330078125,51.593345642089844,28.1
1920.0053578999941,0.03,49.971431732177734,51.39408874511719,28.1
1921.0055260999943,0.03,49.9153938293457,51.529258728027344,28.1
1922.0102297999547,0.03,50.06001663208008,51.51069641113281,28.1
1923.0093058999628,0.03,49.97792434692383,51.490638732910156,28.1
1924.0052638999769,0.03,49.987945556640625,51.518836975097656,28.1
1925.0058151999838,0.03,49.974143981933594,51.514522552490234,28.1
1926.007459799992,0.03,50.02843475341797,51.43423080444336,28.1
1927.0054520999547,0.03,49.8979377746582,51.5508918762207,28.1
1928.0090250999783,0.03,50.05875015258789,51.46900177001953,28.1
1929.0048348999699,0.03,49.97492980957031,51.51613235473633,28.1
1930.005311899993,0.03,49.96928405761719,51.50236892700195,28.1
1931.0049830999924,0.03,49.99592208862305,51.56572341918945,28.1
1932.027861999988,0.03,49.983192443847656,51.456363677978516,28.1
1933.0052660999936,0.03,49.964664459228516,51.51268005371094,28.1
1934.0052126999944,0.03,50.01445770263672,51.478126525878906,28.1
1935.0047434999724,0.04,49.94416809082031,51.51436996459961,28.1
1936.0084083999973,0.04,50.02481460571289,51.4040641784668,28.1
1937.0096188999596,0.04,49.931610107421875,51.59762191772461,28.1
1938.0048146999907,0.04,50.04724884033203,51.49518585205078,28.1
1939.0054967999458,0.04,49.956668853759766,51.63258361816406,28.1
1940.005444499955,0.04,49.97945785522461,51.410369873046875,28.1
1941.0096304999897,0.05,50.00257873535156,51.52676773071289,28.1
1942.008804299985,0.05,50.01504898071289,51.42890167236328,28.1
1943.0047543999972,0.05,49.95131301879883,51.533267974853516,28.1
1944.007138099987,0.06,50.013275146484375,51.41283416748047,28.1
1945.0072405999526,0.06,49.968177795410156,51.541297912597656,28.1
1946.0052245999686,0.06,50.0506706237793,51.45456314086914,28.1
1947.0048682999914,0.06,49.89429473876953,51.4908447265625,28.1
1948.005191699951,0.06,50.0702018737793,51.50881576538086,28.1
1949.005360799958,0.06,49.9539909362793,51.55373764038086,28.1
1950.0044300999725,0.06,50.05411911010742,51.407630920410156,28.1
1951.0053043999942,0.06,49.972984313964844,51.51780319213867,28.1
1952.0097665999783,0.06,50.00802230834961,51.45946502685547,28.1
1953.0040846999618,0.06,49.94271469116211,51.48054885864258,28.1
1954.005877299991,0.06,50.017295837402344,51.438087463378906,28.1
1955.0202789999894,0.05,49.9953498840332,51.582847595214844,28.1
1956.0094078999828,0.05,50.00298309326172,51.532615661621094,28.1
1957.0053801999893,0.05,49.986427307128906,51.49040222167969,28.1
1958.0056361999596,0.05,49.9854850769043,51.386497497558594,28.1
1959.0049778999528,0.05,49.94850540161133,51.52096176147461,28.1
1960.0102482999791,0.05,49.93803787231445,51.46459197998047,28.1
1961.0088823999977,0.05,50.023380279541016,51.602291107177734,28.1
1962.0075275999843,0.05,50.012149810791016,51.451316833496094,28.1
1963.006013599981,0.05,50.018062591552734,51.46985626220703,28.1
1964.0047327999491,0.05,49.99089050292969,51.46958923339844,28.1
1965.0048557999544,0.05,49.92296600341797,51.44484329223633,28.1
1966.0049920999445,0.05,49.995513916015625,51.497703552246094,28.1
1967.0056062999647,0.04,49.99477005004883,51.63528823852539,28.1
1968.0054777999758,0.04,50.06088638305664,51.347774505615234,28.1
1969.0057156999828,0.04,49.9427604675293,51.508636474609375,28.1
1970.0070252000005,0.04,49.990352630615234,51.366397857666016,28.1
1971.0045513999648,0.04,49.9501838684082,51.44169616699219,28.1
1972.005654699984,0.04,50.060447692871094,51.47640609741211,28.1
1973.0045381999807,0.04,49.97711181640625,51.50417709350586,28.1
1974.0054238999728,0.04,49.9759521484375,51.5126838684082,28.1
1975.0047827999806,0.04,49.91253662109375,51.518524169921875,28.1
1976.0085407999577,0.04,50.011962890625,51.445125579833984,28.1
1977.007958699949,0.04,49.93468475341797,51.48048400878906,28.1
1978.0106599999708,0.04,50.08298873901367,51.55365753173828,28.1
1979.006193499954,0.04,49.94102478027344,51.502925872802734,28.1
1980.0050169999595,0.03,50.133209228515625,51.39739990234375,28.1
1981.0045793999452,0.03,50.013362884521484,51.50239562988281,28.1
1982.0084936999483,0.03,50.05250549316406,51.503177642822266,28.1
1983.0053923999658,0.02,49.95250701904297,51.5179328918457,28.1
1984.0075813999865,0.02,49.97060775756836,51.462913513183594,28.1
1985.00527959998,0.02,49.99958419799805,51.531166076660156,28.1
1986.005963399948,0.02,50.04736328125,51.48344039916992,28.1
1987.0043379999697,0.02,49.95001983642578,51.47945022583008,28.1
1988.0052856999682,0.02,50.01983642578125,51.452945709228516,28.1
1989.0055146999657,0.03,49.98906326293945,51.5001335144043,28.1
1990.0051389999571,0.03,50.02005386352539,51.51872253417969,28.1
1991.0047192999627,0.03,49.981529235839844,51.516719818115234,28.1
1992.0094586999621,0.03,50.07714080810547,51.37038803100586,28.1
1993.004576199979,0.03,49.97462844848633,51.540592193603516,28.1
1994.0053282999434,0.03,50.010318756103516,51.47795867919922,28.1
1995.0086909999955,0.02,49.98781967163086,51.537845611572266,28.1
1996.0055032999953,0.02,50.05845642089844,51.489383697509766,28.1
1997.0053688999615,0.02,49.95799255371094,51.538429260253906,28.1
1998.0057040999527,0.02,49.977516174316406,51.42808532714844,28.1
1999.0045519999694,0.02,49.994651794433594,51.51301956176758,28.1
2000.0073774999473,0.02,50.096527099609375,51.36439514160156,28.1
2001.0054259999888,0.01,49.94717025756836,51.45965576171875,28.1
2002.0043653999455,0.01,49.96260070800781,51.434261322021484,28.1
